Year;Banking_Crisis;Systemic_Crisis;Domestic_Debt_In_Default;Sovereign_External_Debt_In_Default;Currency_Crisis;Inflation_Crisis
1993;1;0;1;1;1;1
1993;0;0;0;1;1;0
1993;0;0;0;0;0;0
1993;0;0;0;0;0;0
1993;0;0;0;0;0;0
1993;0;0;0;1;0;0
1993;0;0;0;1;2;1
1993;0;0;0;0;0;0
1993;1;1;0;1;0;0
1993;0;0;0;0;0;0
1993;0;0;0;0;0;0
1993;0;0;0;0;0;1
1993;0;0;0;0;0;0
1993;0;0;0;1;0;0
1993;0;0;0;0;0;0
1993;0;0;1;1;0;0
1993;0;0;0;1;0;1
1993;1;0;0;0;0;0
1993;0;0;1;0;0;1
1993;1;1;0;0;0;0
1993;0;0;0;0;0;0
1993;0;0;0;0;0;0
1993;0;0;0;0;1;1
1993;1;0;0;0;0;0
1993;0;0;0;0;0;0
1993;0;0;0;1;1;0
1993;1;1;0;0;1;1
1993;0;0;n/a;n/a;0;0
1993;1;0;0;0;1;0
1993;0;0;0;0;0;0
1993;n/a;0;n/a;n/a;0;0
1993;1;0;0;0;0;0
1993;1;0;0;0;0;0
1993;1;1;0;0;1;1
1993;0;0;0;0;0;0
1993;0;0;0;0;0;0
1993;0;0;0;0;0;0
1993;1;1;0;0;0;0
1993;0;0;0;0;0;0
1993;0;0;0;0;0;1
1993;0;0;0;0;0;0
1993;0;0;0;0;0;0
1993;1;1;0;1;1;0
1993;1;1;0;1;0;1
1993;1;1;0;0;0;0
1993;0;0;0;1;0;0
1993;0;0;0;0;1;0
1993;0;0;0;1;1;1
1993;0;0;0;0;0;0
1993;1;0;0;1;1;1
1993;0;0;0;0;0;0
1993;1;1;0;0;1;1
1993;0;0;0;1;1;1
1993;0;0;0;0;0;0
1993;0;0;0;1;0;0
1993;0;0;0;0;1;0
1993;1;1;0;0;0;0
1993;1;0;0;0;0;0
1993;n/a;0;n/a;n/a;0;0
1993;0;0;0;0;0;0
1993;0;0;0;0;0;0
1993;1;1;0;0;0;0
1993;0;0;0;0;1;1
1993;0;0;0;0;1;0
1993;0;0;0;0;0;0
1993;0;0;0;0;2;1
1993;1;1;0;0;1;1
1993;0;0;0;1;1;1
1993;0;0;0;0;1;1
1994;0;0;0;1;1;1
1994;1;0;1;1;1;1
1994;0;0;0;0;1;0
1994;0;0;0;0;0;0
1994;0;0;0;0;0;0
1994;0;0;0;0;0;0
1994;1;0;0;1;0;0
1994;1;1;0;1;1;1
1994;0;0;0;0;0;0
1994;1;1;0;1;1;1
1994;0;0;0;0;0;0
1994;0;0;0;0;1;1
1994;0;0;0;0;0;1
1994;1;1;0;0;0;0
1994;0;0;0;1;1;1
1994;0;0;0;0;0;0
1994;0;0;1;1;0;0
1994;0;0;0;1;0;1
1994;1;0;0;0;0;0
1994;0;0;1;0;0;0
1994;1;1;0;0;0;0
1994;1;0;0;0;0;0
1994;0;0;0;0;0;0
1994;0;0;0;0;1;1
1994;1;0;0;0;0;0
1994;0;0;0;0;0;0
1994;0;0;0;1;1;1
1994;1;1;0;0;0;0
1994;0;0;n/a;n/a;0;0
1994;1;0;0;0;0;0
1994;1;0;0;0;0;0
1994;n/a;0;n/a;n/a;0;0
1994;1;0;0;0;0;0
1994;1;0;0;0;0;0
1994;1;1;0;1;0;1
1994;0;0;0;0;0;0
1994;0;0;0;0;0;0
1994;0;0;0;0;0;0
1994;1;1;0;0;1;0
1994;0;0;0;0;0;0
1994;0;0;0;0;0;1
1994;0;0;0;0;0;0
1994;0;0;0;0;0;0
1994;1;1;0;1;0;0
1994;1;1;0;1;0;1
1994;0;0;0;0;0;0
1994;0;0;0;1;0;0
1994;0;0;0;0;0;1
1994;0;0;0;1;0;1
1994;0;0;0;0;0;0
1994;1;0;0;1;0;1
1994;0;0;0;0;0;0
1994;1;1;0;0;1;1
1994;0;0;0;1;1;1
1994;0;0;0;0;0;0
1994;0;0;0;0;0;0
1994;0;0;0;0;0;0
1994;0;0;0;0;0;0
1994;1;0;0;0;0;0
1994;n/a;0;n/a;n/a;0;0
1994;0;0;0;0;0;0
1994;0;0;0;0;0;0
1994;1;1;0;0;0;0
1994;1;0;0;0;1;1
1994;0;0;0;0;0;0
1994;0;0;0;0;0;0
1994;0;0;0;0;1;1
1994;1;1;0;0;1;1
1994;0;0;0;1;1;1
1994;0;0;0;0;1;1
1995;0;0;0;1;1;1
1995;1;0;1;1;2;1
1995;1;1;0;0;2;0
1995;0;0;0;0;0;0
1995;0;0;0;0;0;0
1995;0;0;0;0;0;0
1995;1;0;0;1;0;0
1995;1;1;0;0;1;1
1995;0;0;0;0;0;0
1995;1;1;0;1;0;0
1995;0;0;0;0;0;0
1995;0;0;0;0;0;0
1995;0;0;0;0;1;1
1995;1;1;0;0;1;1
1995;0;0;0;1;0;0
1995;0;0;0;0;0;0
1995;0;0;1;0;0;0
1995;0;0;0;1;1;1
1995;1;0;0;0;0;0
1995;0;0;1;0;0;0
1995;0;0;0;0;0;0
1995;1;0;0;0;0;0
1995;0;0;0;0;0;0
1995;0;0;0;0;1;1
1995;1;0;0;0;0;0
1995;0;0;0;0;0;0
1995;0;0;0;1;0;1
1995;1;1;0;0;1;1
1995;0;0;n/a;n/a;0;0
1995;1;0;0;0;0;0
1995;0;0;0;0;0;0
1995;n/a;0;n/a;n/a;0;0
1995;1;0;0;0;0;0
1995;1;0;0;0;0;0
1995;1;1;0;1;0;0
1995;0;0;0;0;0;0
1995;0;0;0;0;0;0
1995;0;0;0;0;0;0
1995;1;1;0;0;1;1
1995;0;0;0;0;0;0
1995;0;0;0;0;0;1
1995;0;0;0;0;0;0
1995;0;0;0;0;0;0
1995;1;1;0;1;0;0
1995;1;1;0;0;0;1
1995;0;0;0;0;0;0
1995;0;0;0;1;0;0
1995;1;1;0;0;0;0
1995;0;0;0;1;0;0
1995;0;0;0;0;0;0
1995;1;0;0;0;1;1
1995;0;0;0;0;0;0
1995;1;1;0;0;1;1
1995;1;1;0;1;1;1
1995;0;0;0;0;0;0
1995;0;0;0;0;0;0
1995;0;0;0;0;0;0
1995;0;0;0;0;0;0
1995;0;0;0;0;0;0
1995;n/a;0;n/a;n/a;0;0
1995;1;0;0;0;0;0
1995;0;0;0;0;0;0
1995;1;1;0;0;0;0
1995;0;0;0;0;1;1
1995;1;0;0;0;0;0
1995;0;0;0;0;0;0
1995;0;0;0;0;1;1
1995;1;1;1;1;1;1
1995;1;1;0;0;1;1
1995;1;1;0;0;0;1
1996;0;0;0;1;0;0
1996;1;0;1;1;1;1
1996;1;1;0;0;1;0
1996;0;0;0;0;0;0
1996;0;0;0;0;0;0
1996;0;0;0;0;0;0
1996;1;0;0;1;0;0
1996;1;1;0;0;0;0
1996;0;0;0;0;0;0
1996;1;1;0;1;0;0
1996;0;0;0;0;0;0
1996;0;0;0;0;0;0
1996;0;0;0;0;0;1
1996;1;0;0;0;0;0
1996;0;0;0;1;0;0
1996;0;0;0;0;0;0
1996;1;0;1;0;0;0
1996;1;1;0;0;1;1
1996;0;0;0;0;0;0
1996;0;0;1;0;0;0
1996;0;0;0;0;0;0
1996;0;0;0;0;0;0
1996;0;0;0;0;0;0
1996;0;0;0;0;1;1
1996;0;0;0;0;0;0
1996;0;0;0;0;0;0
1996;0;0;0;1;1;1
1996;0;0;0;0;1;1
1996;0;0;n/a;n/a;0;0
1996;1;0;0;0;0;0
1996;0;0;0;0;0;0
1996;n/a;0;n/a;n/a;0;0
1996;0;0;0;0;0;0
1996;1;0;0;0;0;0
1996;0;1;0;1;0;0
1996;0;0;0;0;0;0
1996;0;0;0;0;0;0
1996;1;0;0;0;0;0
1996;1;1;0;0;0;1
1996;0;0;0;0;0;0
1996;1;0;0;0;0;1
1996;0;0;0;0;0;0
1996;0;0;0;0;0;0
1996;1;1;0;1;0;0
1996;0;0;0;0;0;1
1996;0;0;0;0;0;0
1996;0;0;0;1;0;0
1996;1;1;0;0;0;0
1996;0;0;0;1;0;0
1996;0;0;0;0;0;0
1996;0;0;0;0;1;0
1996;0;0;0;0;0;0
1996;1;1;0;0;1;1
1996;0;0;0;1;1;1
1996;0;0;0;0;0;0
1996;0;0;0;0;1;0
1996;0;0;0;0;0;0
1996;0;0;1;0;0;0
1996;0;0;0;0;0;0
1996;n/a;0;n/a;n/a;0;0
1996;0;0;0;0;0;0
1996;1;1;0;0;0;0
1996;0;0;0;0;0;0
1996;0;0;0;0;1;1
1996;0;0;0;0;0;0
1996;0;0;0;0;0;0
1996;0;0;0;0;1;1
1996;1;0;1;1;1;1
1996;1;1;0;0;1;1
1996;1;1;0;0;1;0
1997;0;0;0;0;0;0
1997;1;0;1;1;1;1
1997;0;0;0;0;1;0
1997;0;0;0;0;0;0
1997;0;0;0;0;0;0
1997;0;0;0;0;0;0
1997;0;0;0;1;0;0
1997;1;1;0;0;0;0
1997;0;0;0;0;0;0
1997;1;1;0;1;0;0
1997;0;0;0;0;0;0
1997;1;0;0;0;0;0
1997;0;0;0;0;1;0
1997;0;0;0;0;0;0
1997;0;0;0;1;0;0
1997;0;0;0;0;0;0
1997;0;0;1;0;0;0
1997;1;1;0;0;1;1
1997;0;0;0;0;0;0
1997;0;0;0;0;0;0
1997;0;0;0;0;0;0
1997;0;0;0;0;0;0
1997;0;0;0;0;1;0
1997;1;0;0;0;1;1
1997;0;0;0;0;0;0
1997;0;0;0;0;0;0
1997;0;0;0;1;0;1
1997;0;0;0;0;1;0
1997;0;0;n/a;n/a;0;0
1997;1;0;0;0;0;0
1997;1;1;0;0;1;0
1997;n/a;0;n/a;n/a;0;0
1997;0;0;0;0;0;0
1997;1;1;0;0;0;0
1997;0;1;0;1;0;0
1997;1;1;0;0;1;0
1997;1;1;0;0;1;0
1997;0;0;0;0;1;0
1997;1;1;0;0;0;1
1997;0;0;0;0;0;0
1997;1;0;0;1;0;1
1997;0;0;0;0;0;0
1997;0;0;0;0;1;0
1997;0;0;0;1;0;0
1997;1;0;0;0;0;1
1997;0;0;0;0;0;0
1997;0;0;0;0;0;0
1997;1;1;0;0;0;0
1997;0;0;0;1;0;0
1997;1;1;0;0;1;0
1997;0;0;0;0;1;0
1997;0;0;0;0;0;0
1997;1;1;0;0;1;1
1997;0;0;0;1;0;0
1997;0;0;0;0;1;0
1997;0;0;0;0;0;0
1997;0;0;0;0;0;0
1997;0;0;0;0;0;0
1997;0;0;0;0;0;0
1997;n/a;0;n/a;n/a;0;0
1997;1;1;0;0;1;0
1997;1;1;0;0;1;0
1997;0;0;0;0;0;0
1997;0;0;0;0;1;1
1997;0;0;0;0;0;0
1997;0;0;0;0;0;0
1997;0;0;0;0;1;0
1997;0;0;1;1;0;1
1997;1;1;0;0;0;1
1997;1;1;0;0;1;1
1998;0;0;0;0;0;0
1998;1;0;1;1;1;1
1998;0;0;0;0;1;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;1;1;0;1;0;0
1998;0;0;0;0;0;0
1998;1;1;0;0;0;0
1998;1;1;0;0;1;0
1998;0;0;0;0;0;0
1998;0;0;0;1;0;0
1998;0;0;0;0;0;0
1998;0;0;1;0;0;0
1998;1;1;0;0;1;1
1998;0;0;0;0;0;0
1998;1;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;1;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;1;0;0
1998;0;0;0;0;0;0
1998;0;0;n/a;n/a;0;0
1998;1;0;0;0;0;0
1998;1;1;0;0;1;1
1998;n/a;0;n/a;n/a;0;0
1998;0;0;0;0;0;0
1998;1;1;0;0;0;0
1998;0;1;0;1;0;0
1998;1;1;0;0;0;0
1998;1;1;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;1;0
1998;0;0;0;0;0;0
1998;0;0;0;1;0;1
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;1;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;1;1;0;0;1;0
1998;0;0;0;0;1;0
1998;1;1;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;1;1;0;0;1;1
1998;1;1;1;1;2;1
1998;0;0;0;0;0;0
1998;0;0;0;0;1;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;n/a;0;n/a;n/a;0;0
1998;1;1;0;0;0;0
1998;1;1;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;1;1
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;0;0;0;0
1998;0;0;1;0;0;1
1998;1;1;0;0;1;1
1998;1;1;0;0;1;1
1999;0;0;0;0;0;0
1999;0;0;1;1;2;1
1999;0;0;0;0;2;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;1;0;0;0;0;0
1999;0;0;0;0;1;0
1999;0;0;0;0;0;0
1999;1;1;0;1;0;0
1999;0;0;0;0;0;0
1999;1;0;0;0;0;0
1999;1;1;0;0;1;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;1;0;0;0
1999;1;1;1;1;1;1
1999;0;0;0;0;0;0
1999;1;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;1;0
1999;1;0;0;0;1;0
1999;0;0;0;0;1;0
1999;0;0;0;0;0;0
1999;1;0;0;1;0;0
1999;0;0;0;0;1;0
1999;0;0;n/a;n/a;0;0
1999;0;0;0;0;0;0
1999;1;1;0;1;0;1
1999;n/a;0;n/a;n/a;0;0
1999;0;0;0;0;0;0
1999;1;1;0;0;0;0
1999;0;1;0;0;1;0
1999;1;1;0;0;0;0
1999;1;1;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;1;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;1;0;0
1999;0;0;0;0;1;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;1;1;0;0;1;0
1999;1;1;0;0;0;0
1999;1;1;0;0;0;0
1999;0;0;0;0;1;0
1999;0;0;0;0;0;0
1999;1;1;0;0;1;1
1999;0;1;1;1;1;1
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;n/a;0;n/a;n/a;0;0
1999;0;0;0;0;0;0
1999;1;1;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;1;1
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;0
1999;0;0;0;0;0;1
1999;0;0;0;0;0;1
1999;1;1;0;0;0;1
2000;0;0;0;0;0;0
2000;0;0;1;1;1;1
2000;0;0;0;0;1;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;1;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;1;1;0;0;1;0
2000;0;0;0;0;0;0
2000;0;0;0;1;0;0
2000;0;0;0;0;0;0
2000;0;0;1;0;0;0
2000;1;0;0;1;1;1
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;1;1
2000;0;0;0;0;1;0
2000;0;0;0;0;0;0
2000;0;0;0;1;0;0
2000;0;0;0;0;0;0
2000;0;0;n/a;n/a;1;0
2000;0;0;0;0;0;0
2000;1;1;0;1;1;0
2000;n/a;0;n/a;n/a;0;0
2000;0;0;0;0;0;0
2000;1;1;0;0;0;0
2000;0;0;0;1;0;0
2000;1;1;0;0;0;0
2000;1;1;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;1;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;1;0;0;1;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;1;1;0;0;1;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;1;0;0;1;1
2000;0;0;0;1;0;1
2000;0;0;0;0;0;0
2000;0;0;0;0;1;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;n/a;0;n/a;n/a;0;0
2000;0;0;0;0;0;0
2000;1;1;0;0;1;0
2000;0;0;0;0;0;0
2000;1;1;0;0;1;1
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;0;0
2000;0;0;0;0;1;1
2000;1;1;1;1;1;1
2001;0;0;0;0;0;0
2001;0;0;1;1;1;1
2001;1;1;1;1;1;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;1;0
2001;0;0;0;0;0;0
2001;0;0;0;1;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;1;0;0
2001;0;0;0;0;0;0
2001;0;0;1;0;0;0
2001;1;0;0;0;0;1
2001;0;0;0;0;1;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;1
2001;0;0;0;0;1;0
2001;1;0;0;0;0;0
2001;1;0;0;1;0;0
2001;0;0;0;0;0;0
2001;0;0;n/a;n/a;0;0
2001;0;0;0;0;0;0
2001;1;1;0;0;0;0
2001;n/a;0;n/a;n/a;0;0
2001;0;0;0;0;0;0
2001;1;1;0;0;0;0
2001;0;0;0;0;0;0
2001;0;1;0;0;0;0
2001;1;1;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;1;0;1
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;1;0;0;1;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;1;0
2001;0;0;0;0;0;0
2001;1;1;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;1;0;0;1;1
2001;0;0;0;0;0;1
2001;0;0;0;0;0;0
2001;0;0;0;0;1;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;n/a;0;n/a;n/a;0;0
2001;0;0;0;0;0;0
2001;0;1;0;0;0;0
2001;0;0;0;0;0;0
2001;1;1;0;0;1;1
2001;0;0;0;0;0;0
2001;0;0;0;0;0;0
2001;0;0;0;0;1;0
2001;0;0;0;0;0;0
2001;0;0;0;0;0;1
2001;1;1;1;1;0;1
2002;0;0;0;0;0;0
2002;0;0;1;1;1;1
2002;1;1;1;1;1;1
2002;0;0;0;0;1;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;1;0
2002;0;0;0;0;0;0
2002;0;0;0;1;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;1;0
2002;0;0;0;0;0;0
2002;0;0;0;1;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;1;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;1;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;1;0;0;1;0;0
2002;0;0;0;0;0;0
2002;0;0;n/a;n/a;0;0
2002;0;0;0;0;0;0
2002;1;1;0;1;0;0
2002;n/a;0;n/a;n/a;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;1;0;0;0;0
2002;0;1;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;1;1;0;1;0;1
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;1;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;1;0;0;0;1;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;1;0;0;0;1
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;0;0;0;0;0;0
2002;n/a;0;n/a;n/a;0;0
2002;0;0;0;0;0;0
2002;0;1;0;0;0;0
2002;0;0;0;0;0;0
2002;0;1;0;0;0;1
2002;0;0;0;0;0;0
2002;0;0;0;0;1;0
2002;1;1;0;0;1;0
2002;0;0;0;0;1;1
2002;0;0;0;0;0;1
2002;1;1;1;1;0;1
2003;0;0;0;0;0;0
2003;0;0;0;1;1;1
2003;1;1;1;1;1;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;1;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;1;0;0
2003;0;0;0;0;0;0
2003;1;1;0;0;0;1
2003;0;0;0;0;0;0
2003;0;0;0;0;1;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;1
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;1;0;0
2003;0;0;0;0;0;0
2003;0;0;n/a;n/a;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;n/a;0;n/a;n/a;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;1;1;0;1;0;1
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;1;1;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;1;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;n/a;0;n/a;n/a;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;0
2003;0;0;0;0;0;1
2003;0;0;0;0;0;0
2003;0;0;0;0;1;0
2003;1;1;0;1;0;0
2003;0;0;0;0;1;1
2003;0;0;0;0;0;1
2003;1;1;1;1;1;1
2004;0;0;0;0;0;0
2004;0;0;0;0;1;1
2004;0;0;1;1;1;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;1;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;1;0;0
2004;0;0;0;0;0;0
2004;1;1;0;0;0;1
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;1;0;0
2004;0;0;0;0;0;0
2004;0;0;n/a;n/a;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;n/a;0;n/a;n/a;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
