Year;Banking_Crisis;Systemic_Crisis;Domestic_Debt_In_Default;Sovereign_External_Debt_In_Default;Currency_Crisis;Inflation_Crisis
2004;1;1;0;1;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;1;0;0
2004;0;0;0;1;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;1;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;n/a;0;n/a;n/a;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;0;0;0;0;0;0
2004;1;1;0;0;0;0
2004;0;0;0;1;0;1
2004;0;0;0;0;0;0
2004;1;1;1;1;1;1
2005;0;0;0;0;0;0
2005;0;0;0;0;1;1
2005;0;0;1;1;1;0
2005;0;0;0;0;0;0
2005;0;0;0;0;1;0
2005;0;0;0;0;1;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;1;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;1;0;0
2005;0;0;0;0;0;0
2005;0;0;0;1;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;1;0
2005;0;0;0;0;1;0
2005;0;0;0;0;1;0
2005;0;0;0;0;0;0
2005;0;0;0;0;1;0
2005;0;0;0;0;0;0
2005;0;0;0;1;0;0
2005;0;0;0;0;0;0
2005;0;0;n/a;n/a;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;n/a;0;n/a;n/a;0;0
2005;0;0;0;0;1;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;1;1;0;1;0;0
2005;0;0;0;0;1;0
2005;0;0;0;0;0;0
2005;0;0;0;1;0;0
2005;0;0;0;1;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;1;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;1;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;n/a;0;n/a;n/a;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;0;0;0;0;1;0
2005;0;0;0;0;0;0
2005;0;0;0;0;0;0
2005;1;1;0;0;0;0
2005;0;0;0;1;0;0
2005;0;0;0;0;0;0
2005;1;1;1;1;1;1
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;1;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;1;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;1;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;1;0;0;0;0;0
2006;0;0;0;1;0;0
2006;0;0;0;0;0;0
2006;0;0;n/a;n/a;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;n/a;0;n/a;n/a;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;1;0;1
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;1;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;n/a;0;n/a;n/a;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;0;0;0;0;0;0
2006;1;1;1;1;1;1
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;1;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;1;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;1;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;1;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;1;0;0
2007;0;0;0;0;0;0
2007;1;1;n/a;n/a;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;n/a;1;n/a;n/a;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;1;0;1
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;1;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;n/a;0;n/a;n/a;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;1;0;0;0;0;0
2007;1;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;0;0;0;0;0;0
2007;1;1;1;1;1;1
2008;0;0;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;1;0;0
2008;0;0;0;0;0;0
2008;1;n/a;0;0;0;0
2008;1;1;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;1;0
2008;0;0;0;0;1;0
2008;0;0;0;1;0;0
2008;0;0;0;0;1;0
2008;0;0;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;1;0;0
2008;1;1;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;1;1;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;0;0
2008;1;0;0;0;0;0
2008;1;1;0;0;0;0
2008;0;0;0;0;1;0
2008;1;1;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;1;0;0
2008;1;1;0;0;0;0
2008;1;1;n/a;n/a;1;0
2008;0;0;0;0;1;0
2008;0;0;0;0;1;0
2008;n/a;1;n/a;n/a;0;0
2008;1;1;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;1;0
2008;0;0;0;0;1;0
2008;0;0;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;1;0
2008;0;0;0;0;0;0
2008;0;0;0;1;0;0
2008;1;1;0;0;0;0
2008;0;0;0;0;1;0
2008;0;0;1;1;0;1
2008;0;0;0;0;0;0
2008;0;0;0;0;1;0
2008;0;0;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;1;0
2008;1;0;0;0;0;0
2008;0;0;0;0;1;0
2008;1;0;0;0;1;0
2008;0;0;0;0;0;0
2008;0;0;0;0;1;0
2008;1;0;0;0;0;0
2008;0;0;0;0;0;1
2008;1;0;0;0;1;0
2008;n/a;0;n/a;n/a;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;1;0
2008;1;0;0;0;1;0
2008;1;0;0;0;0;0
2008;0;0;0;0;0;0
2008;0;0;0;0;1;1
2008;0;0;0;0;1;0
2008;1;1;1;1;1;1
2009;0;0;0;0;0;0
2009;0;0;0;0;1;0
2009;0;0;0;1;1;0
2009;0;0;0;0;0;0
2009;1;n/a;0;0;0;0
2009;1;1;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;1;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;1;0;0
2009;1;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;1;1;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;1;0;0;0;0;0
2009;1;1;0;0;0;0
2009;0;0;0;0;1;0
2009;1;1;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;1;0;0
2009;1;1;0;0;0;0
2009;1;1;n/a;n/a;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;n/a;1;n/a;n/a;0;0
2009;1;1;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;1;0;0
2009;1;1;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;1;0;0
2009;1;1;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;1;0;0;0;0;0
2009;0;0;0;0;0;0
2009;1;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;1;0;0;0;0;0
2009;0;0;0;0;0;0
2009;1;0;0;0;0;0
2009;n/a;0;n/a;n/a;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;0;0;0;0;0;0
2009;1;0;0;0;0;0
2009;1;0;0;0;0;0
2009;0;0;0;0;0;0
2009;1;1;0;0;0;1
2009;0;0;0;0;0;0
2009;1;1;1;1;1;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;1;0;0
2010;0;0;0;0;0;0
2010;1;n/a;0;0;0;0
2010;1;1;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;1;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;1;0;0
2010;1;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;1;0;0;0;0;0
2010;1;1;0;0;0;0
2010;0;0;0;0;0;0
2010;1;1;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;1;0;0
2010;1;1;0;0;0;0
2010;1;1;n/a;n/a;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;n/a;1;n/a;n/a;0;0
2010;1;1;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;1;0;0
2010;1;1;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;1;0;0
2010;1;1;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;1;0;0;0;0;0
2010;0;0;0;0;0;0
2010;1;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;1;0;0;0;0;0
2010;0;0;0;0;0;0
2010;1;0;0;0;0;0
2010;n/a;0;n/a;n/a;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;0;0;0;0;0;0
2010;1;0;0;0;0;0
2010;1;0;0;0;0;0
2010;0;0;0;0;0;0
2010;1;1;0;0;1;1
2010;0;0;0;0;0;0
2010;0;0;1;1;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;1;0;0
2011;0;0;0;0;0;0
2011;1;0;0;0;0;0
2011;1;1;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;1;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;1;0;0
2011;1;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;1;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;1;1;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;1;0;0
2011;1;1;0;0;1;0
2011;1;1;n/a;n/a;0;0
2011;0;0;0;0;1;0
2011;0;0;0;0;0;0
2011;n/a;1;n/a;n/a;0;0
2011;1;1;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;1;0;0
2011;1;1;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;1;0;0
2011;1;1;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;1;0
2011;1;0;0;0;0;0
2011;n/a;0;0;0;0;0
2011;1;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;1;0
2011;1;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;n/a;0;n/a;n/a;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;1;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;0
2011;0;0;0;0;0;1
2011;0;0;0;0;0;0
2011;0;0;1;1;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;1;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;1;1;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;1;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;1;0;0
2012;1;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;1;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;1;0
2012;1;1;1;1;0;0
2012;0;0;0;0;0;0
2012;0;0;0;1;0;0
2012;1;1;0;0;0;0
2012;1;1;n/a;n/a;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;n/a;1;n/a;n/a;0;0
2012;1;1;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;1;1 ;0
2012;1;1;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;1;0;0
2012;1;1;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;1;0;0;0;0;0
2012;n/a;0;0;0;0;0
2012;1;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;1;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;n/a;0;n/a;n/a;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;1;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;0;0
2012;0;0;0;0;1;1
2012;0;0;0;0;0;0
2012;0;0;1;1;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;1;0;0
2013;0;0;0;0;1;0
2013;0;0;0;0;0;0
2013;1;1;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;1;0
2013;0;0;0;0;0;0
2013;0;0;0;1;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;1;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;1;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;1;0
2013;1;1;0;1;0;0
2013;0;0;0;0;0;0
2013;0;0;0;1;0;0
2013;1;1;0;0;0;0
2013;1;1;0;n/a;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;1;0
2013;n/a;1;0;n/a;0;0
2013;1;1;0;0;0;0
2013;0;0;0;0;1;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;1;1 ;0
2013;1;1;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;1;0;0
2013;1;1;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;1;0;0;0;0;0
2013;n/a;0;0;0;0;0
2013;1;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;1;0
2013;1;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;n/a;0;0;n/a;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;1;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;0;0
2013;0;0;0;0;1;1
2013;0;0;0;0;1;0
2013;0;0;1;1;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;1;1;n/a
2014;0;0;0;0;1;0
2014;0;0;0;0;0;0
2014;1;1;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;1;0;0
2014;0;0;0;0;1;0
2014;0;0;0;0;0;0
2014;0;0;0;0;1;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;1;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;1;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;1;0
2014;1;1;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;1;0;0
2014;1;1;0;0;1;0
2014;1;1;0;n/a;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;n/a;1;0;n/a;0;0
2014;1;1;0;0;0;0
2014;0;0;0;0;1;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;1;0;0
2014;1;1;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;1;0;0
2014;1;1;0;0;0;0
2014;0;0;0;0;1;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;1;0
2014;1;0;0;1;0;0
2014;n/a;0;0;0;0;0
2014;1;0;0;0;1;0
2014;0;0;0;0;0;0
2014;n/a;0;0;0;0;0
2014;1;0;0;0;0;0
2014;0;0;0;1;0;0
2014;0;0;0;0;1;0
2014;n/a;0;0;n/a;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;1;0
2014;1;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;0;0
2014;0;0;0;0;1;1
2014;0;0;0;0;0;0
2014;0;0;1;1;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;1;0;n/a
2015;n/a;n/a;0;0;1;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;1;0;0
2015;n/a;n/a;0;0;1;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;1;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;1;0
2015;n/a;1;0;1;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;1;0;0
2015;n/a;1;0;0;1;0
2015;n/a;1;0;n/a;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;1;0;n/a;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;1;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;n/a;0;1;0;0
2015;n/a;n/a;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;1;0;0
2015;n/a;1;0;0;0;0
2015;n/a;0;0;0;1;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;1;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;
2015;n/a;0;0;0;0;
2015;n/a;0;0;0;0;0
2015;n/a;0;0;n/a;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;0;
2015;n/a;0;0;0;0;0
2015;n/a;0;0;0;1;1
2015;n/a;0;0;0;0;0
2015;n/a;0;1;1;0;0
